Drug,BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,PRAD,SKCM,STAD,UCEC,UCS
19026-22-3,3.508646920535692e-05,3.52658567083715e-05,3.519100787019116e-05,3.5433259538440514e-05,3.5480703515810446e-05,3.5593962098266136e-05,3.5536643784583125e-05,3.4973150889769245e-05,3.501901674671885e-05,3.567460606540479e-05,3.513861888112025e-05,3.5114693480711186e-05,3.4837723703334204e-05,4.1126065510328884e-05,3.553832995089676e-05,3.762697342514181e-05,3.5537722386973416e-05
ETHACRYNATE SODIUM,3.6503197047083375e-05,3.2946293137981593e-05,3.3199266427717784e-05,4.039357207065151e-05,3.309585090716539e-05,3.364865087983136e-05,3.30208650476678e-05,3.291728075907028e-05,3.354785037682178e-05,3.3040701660836416e-05,3.304034415450238e-05,3.270766833908485e-05,3.3432250976104416e-05,4.33023334297909e-05,3.335865993564942e-05,3.331161632299178e-05,3.296974074997337e-05
AF-DX 384,5.412499081789682e-05,5.830806602964518e-05,5.698591718686437e-05,5.5851627847221246e-05,6.204847669229615e-05,6.700693058053318e-05,5.544428672954196e-05,5.762902876448433e-05,6.010939174133109e-05,6.169007802878214e-05,6.0502406149616026e-05,5.391625978606605e-05,6.237290701392838e-05,6.202179830129056e-05,6.740224315405062e-05,5.835831865409669e-05,5.487902571374077e-05
KW-2449,7.203948921257775e-05,7.261735548591533e-05,6.162031060319061e-05,5.894557484052939e-05,5.731011922921111e-05,6.319037132798454e-05,6.452642836041567e-05,6.829006422118039e-05,6.510953936357414e-05,6.169504014242463e-05,6.0363266598494865e-05,6.673543777083541e-05,6.316172630453763e-05,6.041115950100939e-05,5.555920819625656e-05,6.715422557220375e-05,7.1633704902542e-05
N-METHYL-N-(2-THIEN-2-YLBENZYL)AMINE,6.095954980832284e-05,6.886004238150087e-05,6.607134014481489e-05,6.122948127776167e-05,8.233856657937123e-05,6.0180361537263245e-05,7.879020658184473e-05,6.148115364144325e-05,7.109493945608048e-05,6.505722184522445e-05,6.107232084997795e-05,7.683095500635844e-05,6.148243442345669e-05,6.475455185541374e-05,6.594067944529126e-05,6.853289384120549e-05,6.171937497155e-05
THIORPHAN,3.410721895424719e-05,3.2605914297653914e-05,3.303557491815788e-05,4.15260792365893e-05,3.3326384962231986e-05,3.296380249777912e-05,3.459131601809195e-05,3.243555921867245e-05,3.3322782422881534e-05,3.8153460045190194e-05,3.3118426620016526e-05,3.2862585012239225e-05,3.28027596004107e-05,3.298949584680592e-05,3.36097462027203e-05,3.843847493219761e-05,3.239205513632955e-05
RUBITECAN,4.515728621025938e-05,4.169273673153509e-05,3.501663356160832e-05,4.057470610638561e-05,3.819079799274077e-05,3.6799864332200624e-05,4.016699228872857e-05,4.734246393199983e-05,3.49172550967487e-05,4.8418842288719284e-05,4.0542195553392e-05,3.520864796635848e-05,3.703615380766743e-05,4.764105610875986e-05,3.952973876827408e-05,3.621022985659395e-05,3.8306543397736356e-05
CHEMBL2152903,3.3394393536460634e-05,3.4101570974398795e-05,4.17511169089648e-05,5.317501633122687e-05,4.534329941401472e-05,3.6606580109849157e-05,3.4165453961106406e-05,3.8855814325391196e-05,3.521836501696783e-05,3.154370282984789e-05,3.099346722407928e-05,3.5037452658068306e-05,5.0633709583299794e-05,3.491470578967945e-05,5.843046529871423e-05,3.2940929149383165e-05,3.7509053825623066e-05
LINIFANIB,5.369458632957576e-05,0.0013990884271449825,5.6878393905142404e-05,5.115809205201621e-05,6.0449709564582726e-05,0.00237743388430203,5.3804495570998783e-05,5.211525429148773e-05,5.2832044268309584e-05,5.449502036410093e-05,5.9531852743800685e-05,5.546501898645705e-05,5.2881378824996116e-05,0.0017552145868771176,5.3992741921519176e-05,5.220501935810118e-05,5.309830259359872e-05
PACLITAXEL POLIGLUMEX,5.840385807781133e-05,5.709726388409736e-05,5.75342994672135e-05,6.597227709953765e-05,5.492932299448781e-05,5.9906717300608076e-05,5.527245326298612e-05,5.6689470998701906e-05,5.575848931015042e-05,5.587557710614365e-05,6.212058087732315e-05,5.616655081816315e-05,5.910839587552085e-05,5.6294564339571425e-05,5.712352663943916e-05,5.7107721540908125e-05,6.486962253913731e-05
VIALININ A,9.50858897819538e-05,9.94886490396525e-05,7.647736542779099e-05,7.135079331846211e-05,6.752720917374329e-05,7.277491200124013e-05,7.480215762824091e-05,7.028040809086153e-05,7.627365477003785e-05,8.294343850740506e-05,6.882920811428305e-05,7.894182813119893e-05,8.238787821695881e-05,7.737082393615777e-05,6.595963312449829e-05,9.140266171028271e-05,9.191745477118253e-05
3-HYDROXYDODECANOIC ACID,3.949601372332063e-05,3.48336753030241e-05,4.287050821171058e-05,3.523501910791982e-05,3.527685501247065e-05,4.321888040299288e-05,3.513201022162107e-05,3.5477316871529056e-05,3.4971946392858064e-05,3.927602150180412e-05,3.473117546191998e-05,3.519276324567635e-05,3.532876460124967e-05,3.616682757992539e-05,3.538226223649699e-05,3.863703806802004e-05,4.2858670003280696e-05
TYRPHOSTIN A9,6.194767498052434e-05,5.177414782617988e-05,7.213582294338652e-05,6.502596370720725e-05,4.900175692218326e-05,6.537423857764272e-05,9.176444495142206e-05,5.5000131684851346e-05,5.355789582549639e-05,5.045850695809572e-05,6.023754715280802e-05,8.472320686999038e-05,4.829726373207782e-05,6.114008856822857e-05,7.293761784204183e-05,5.2831017058809256e-05,6.587022368481145e-05
A 438079,2.9604018778798632e-05,2.9688086347806317e-05,2.980345537136267e-05,2.98456852412388e-05,2.97165420169203e-05,2.9585094497270366e-05,2.9403750278160247e-05,2.9593557942511775e-05,2.9841781392253136e-05,2.9508587127412592e-05,2.952593079555454e-05,2.9640950528540613e-05,2.9745877048674108e-05,4.123371191117829e-05,2.9930439052707954e-05,2.9711588613295228e-05,2.9544747912183544e-05
REMIFENTANIL,4.89627182083899e-05,4.8191280745810835e-05,4.867299471345722e-05,5.0525404559688316e-05,4.9416884610102844e-05,4.4878524383840196e-05,4.416883164862625e-05,5.313729477328163e-05,5.150639290270023e-05,4.7562524519381314e-05,4.414573117968386e-05,4.7720959286041035e-05,5.301365118698339e-05,4.6206323210898446e-05,4.8832966662915264e-05,5.103327602804469e-05,5.080259598514594e-05
CALCITONIN SALMON,3.817120460456723e-05,3.780125291060742e-05,3.5104541721124306e-05,3.486485299842397e-05,3.5306436953933584e-05,3.551066827024858e-05,3.708848067709672e-05,4.780102405126005e-05,3.4985258846429904e-05,3.9946031608525496e-05,3.573061544820778e-05,3.5095157565169844e-05,3.495725200007633e-05,3.512607759020042e-05,3.5333481193262986e-05,3.511003495117834e-05,3.4048669791469504e-05
IRALUKAST,4.236851372510439e-05,3.918483160089392e-05,4.2458903507864844e-05,4.5703397058930215e-05,4.865692937284526e-05,4.245081365939888e-05,4.819554202234913e-05,3.711696098885567e-05,4.772220084524468e-05,4.1130977012008095e-05,3.6965977566534865e-05,4.3740227551130057e-05,4.717336292574143e-05,4.556977375273538e-05,5.119888012581564e-05,4.1851567405094375e-05,4.097347849003963e-05
1-DODECANOL,5.93674720116957e-05,4.710226156248676e-05,5.095808229209032e-05,4.652051988561095e-05,5.4718038614040995e-05,4.6425656723393796e-05,5.306563757321021e-05,4.7553252717510666e-05,4.744966336851064e-05,4.989660971890741e-05,5.346826573051266e-05,5.2410239355536416e-05,6.314399294161162e-05,5.027656286323845e-05,4.600262360330805e-05,5.7462402442925745e-05,4.6896749036298054e-05
UNII-Y9ESM282DO,4.277027716889056e-05,4.495176277006227e-05,4.2816725998545154e-05,4.0076071292476284e-05,4.589673641865265e-05,4.406377840494979e-05,4.482298694773318e-05,4.002943337175341e-05,4.302453375582546e-05,4.0345368629626255e-05,3.988027855132702e-05,4.679366126995664e-05,4.5826056988025415e-05,4.62109473081803e-05,4.480846827608714e-05,4.3527229439616156e-05,3.956718918174788e-05
77482-44-1,7.062381638854305e-05,6.711905329085474e-05,7.622087718890395e-05,7.922061869725034e-05,7.617335942333095e-05,0.0001017410656238761,7.14096312980343e-05,9.494259894557714e-05,8.391895697930601e-05,6.44238856412521e-05,9.317905475865641e-05,7.75009807018798e-05,8.076519362182412e-05,4.776285192157955e-05,6.104133261355667e-05,5.904286486182386e-05,8.628864972082415e-05
LOSARTAN,3.9073825484771884e-05,4.740523215453365e-05,4.16403800619838e-05,5.3301820547897183e-05,4.6877775655334706e-05,5.0862476983467936e-05,4.511319630674157e-05,4.9624733612119984e-05,4.232989427096935e-05,4.294173165514583e-05,4.727852206385004e-05,4.9421571760610964e-05,4.6195540877707254e-05,3.605920404997355e-05,4.311415148843915e-05,4.019238387872569e-05,4.6075178108705487e-05
127481-29-2,0.00010213062496662663,9.213345224802303e-05,0.00012479263880395443,0.00010475429807378823,0.00012149686932316414,0.006312762051801104,8.664504882995293e-05,9.938756218560473e-05,0.004512165287588047,7.529802141092667e-05,0.007983357824053712,0.00010919212686150372,7.192656359027665e-05,6.874114488811579e-05,9.723917858112308e-05,8.708529954410482e-05,9.279103453962031e-05
DEXTOFISOPAM,5.5893013176257274e-05,5.764746628562954e-05,5.203504618904365e-05,5.2889702219925046e-05,5.2967410965265416e-05,5.446606371506109e-05,5.653161343866863e-05,5.261554916326509e-05,5.2552699824823337e-05,5.358421654864926e-05,5.909602113466245e-05,5.826161722855446e-05,5.232431796776313e-05,5.289800479191416e-05,6.749628788438386e-05,5.959818607014514e-05,5.229723371671569e-05
IRAK-1-4 INHIBITOR I,4.134532557505095e-05,3.756768838522673e-05,3.621588253949985e-05,4.202233802662504e-05,3.3801626292639085e-05,3.972433497322424e-05,4.695717153342347e-05,4.731846468231119e-05,4.0748902271481e-05,4.012120602981569e-05,3.9225793033515854e-05,3.5773762920696674e-05,4.0168490834417455e-05,4.419534086581903e-05,3.4135493321577664e-05,3.3870871345329236e-05,3.392583609866697e-05
6-MORPHOLINOPURINE,0.00012448164135625756,0.00015517283710994017,0.00011278264817303953,9.906898929859412e-05,0.00010126048095521419,9.262269280844448e-05,0.00010856777522940392,9.649580699003982e-05,9.849519517365705e-05,0.0001243298432212999,0.00010818321868036657,0.00012396176531474126,9.891956738997873e-05,9.632899831578124e-05,9.768707989405952e-05,0.00012883694665570748,0.00011295374756722476
371942-69-7,6.87474552139752e-05,4.776418484209147e-05,7.247800987942397e-05,0.005392405267321651,5.750292022447262e-05,6.373714619316501e-05,7.362406429878185e-05,4.7326638778842396e-05,4.744338861146519e-05,8.183168588082453e-05,8.496773427973505e-05,6.873217107629757e-05,9.484806027802206e-05,0.00011081935129339685,6.818970359297106e-05,6.342217462715975e-05,5.3769329099593016e-05
METHYLDOPATE HYDROCHLORIDE,3.818739042344285e-05,4.145393186031287e-05,3.582996558748038e-05,3.634212918526375e-05,3.6730657329871614e-05,4.133585444280564e-05,3.592812606483484e-05,4.228993281330083e-05,3.633002559917745e-05,3.605661532007345e-05,3.564180712685876e-05,3.595339635327315e-05,3.633678571919286e-05,4.052434759428681e-05,4.017430173163832e-05,4.261727401256525e-05,4.067588410235235e-05
2(S)-AMINO-6-BORONOHEXANOIC ACID,5.4540734753328e-05,5.6649984994501706e-05,6.55646637841578e-05,5.924167885082443e-05,5.4357997504909295e-05,5.825402204168511e-05,6.16091021215222e-05,5.442372951516827e-05,5.2101681387660354e-05,5.970944671869379e-05,6.154508469491606e-05,5.7138236498372034e-05,5.363457773854904e-05,6.030706527491964e-05,5.6291473263578636e-05,5.6191478235719924e-05,5.847723429172879e-05
ANTAZOLINE HYDROCHLORIDE,4.926524815813724e-05,5.46444714756131e-05,5.555427085201069e-05,5.312943279554145e-05,5.672591980550896e-05,4.6993194983772606e-05,5.01274650640005e-05,4.6556429315775393e-05,5.207022866880633e-05,5.695255012462836e-05,5.286069756179806e-05,5.1722998497415274e-05,4.6826645607197716e-05,6.754929882039803e-05,5.261209970799957e-05,4.9606098014588286e-05,5.4586551196311e-05
DOXEPIN HYDROCHLORIDE,2.978913525432732e-05,3.0138558028216814e-05,2.9558729809060506e-05,3.466662201398054e-05,3.0387279941379474e-05,2.945677565425464e-05,2.9766897156401526e-05,2.925288641070647e-05,2.980208256974305e-05,3.289434544160542e-05,2.954958778926797e-05,2.983746064919165e-05,2.940794917418678e-05,3.000103867440016e-05,3.439408864696668e-05,3.4220789385327206e-05,2.9954693397633075e-05
90417-38-2,6.527895439686699e-05,8.164031542355705e-05,8.009215806875105e-05,7.391427141922412e-05,8.905541969502412e-05,7.90558796474313e-05,7.511038960388923e-05,6.700467375849325e-05,7.173762865986172e-05,7.349921606572042e-05,6.686065234264394e-05,7.1867927286265e-05,7.274495836375383e-05,6.587374482642509e-05,6.39368791921856e-05,7.133612780237717e-05,8.18030178783971e-05
"(2S)-4-(2,5-DIFLUOROPHENYL)-N,N-DIMETHYL-2-PHENYL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE",0.00013372006906842745,0.00015241601363722706,0.00012394049333279409,9.21881943162534e-05,0.00011070681196982701,0.00010949250168840949,0.00011083943524536828,0.00010754140952775189,0.00010345181073788076,0.00011305323249678889,9.472994575643784e-05,0.00012759012753502246,0.00014254742492539652,9.405692900432108e-05,9.851166990256049e-05,0.00012876775468535325,9.514342913047908e-05
MK-0767,6.663181278411418e-05,5.252323956800259e-05,6.695748833536564e-05,7.019415004974106e-05,5.5087121080297226e-05,6.022624515307221e-05,5.766351383845252e-05,6.1003516703769295e-05,6.126749308083724e-05,5.3075557494841885e-05,6.331563265896276e-05,5.978179960333117e-05,4.537468888212257e-05,5.1866318802987164e-05,6.0569752144372517e-05,4.856341303160286e-05,5.789923756700417e-05
"2,5-DIAZIRIDIN-1-YL-3-(HYDROXYMETHYL)-6-METHYLCYCLOHEXA-2,5-DIENE-1,4-DIONE",3.690409779541193e-05,2.897164963811985e-05,2.8770488725846746e-05,2.8442672084461797e-05,5.058105015521693e-05,3.8003058938532645e-05,3.7249584757958664e-05,2.8290593679510082e-05,2.8422484764489672e-05,3.802623137858962e-05,4.3690496923377064e-05,4.134578456081053e-05,2.8534159701916698e-05,4.088153986867633e-05,4.506065922175853e-05,2.873106093482896e-05,2.826030264823034e-05
GRAMICIDIN D,4.198288936958716e-05,3.548002505146652e-05,3.535307755651721e-05,3.581702808497462e-05,3.565832189008575e-05,3.661050393562143e-05,3.510007197474548e-05,3.5623828761803434e-05,3.557701026496609e-05,3.6059183310253385e-05,3.636299889357647e-05,3.497375198917902e-05,3.579123252102223e-05,3.6061769009591967e-05,3.970800167723858e-05,3.798235401236222e-05,3.534557390964986e-05
2-THIOMETHYL-3-PHENYLPROPANOIC ACID,3.2220955757502756e-05,3.198889953937945e-05,3.214445806743088e-05,3.21907582131008e-05,3.298051586168604e-05,3.195709291473733e-05,3.220667373483069e-05,3.188863391253589e-05,3.8730632502593016e-05,3.225010637112057e-05,3.251633735457793e-05,3.2012294621746106e-05,3.1796744844390415e-05,3.195046002914617e-05,3.255137721518411e-05,3.69331353775978e-05,3.211308669740814e-05
DEFIBROTIDE SODIUM,5.9479945267980844e-05,5.586852891572096e-05,5.629913682977905e-05,5.8273991097455715e-05,6.194973340876471e-05,7.922165586375108e-05,5.702650162816214e-05,7.498805380479495e-05,6.585929477386888e-05,6.239698601570579e-05,5.906530275505984e-05,6.230836529141937e-05,8.639940642015718e-05,6.244875928048214e-05,6.652157287547222e-05,6.463676828737581e-05,7.724985229622629e-05
CONIVAPTAN,5.307171152047908e-05,4.803406095659652e-05,5.1632256008733625e-05,6.277208223668007e-05,5.340205910140742e-05,5.4649589248302006e-05,5.5033224075843465e-05,4.8699084374899194e-05,5.849053273222212e-05,4.354299221289168e-05,4.77457097036718e-05,5.70051493155159e-05,6.875914663688326e-05,5.654822997466938e-05,5.5453274937912964e-05,5.40509230828012e-05,5.454266191235483e-05
DEQUALINIUM,4.174317866022871e-05,4.5489489589774013e-05,4.259253984069482e-05,3.6542549316505996e-05,3.7100936118877084e-05,3.649381364581224e-05,3.9193681157361766e-05,5.3944259402049324e-05,4.3232751469814e-05,4.4352916726938275e-05,4.079502456316852e-05,3.9284972117989525e-05,4.31666954813794e-05,3.668606822737363e-05,3.664666624145237e-05,4.336243743997664e-05,4.366446163787211e-05
APOMORPHINE,4.479389353448818e-05,4.326240447432605e-05,4.2324402333030644e-05,4.536102554495848e-05,4.553978901086228e-05,4.420818697449558e-05,4.324410670133694e-05,4.53572184686448e-05,4.510864918375396e-05,4.378551752513385e-05,4.31528159924939e-05,4.373355119130499e-05,4.406984409832514e-05,4.4687519373164045e-05,4.666766095062514e-05,4.5081113349808825e-05,4.2777833971802546e-05
KDR/FLK-1 KINASE INHIBITOR IV,3.649584664517093e-05,3.668483673389679e-05,3.640909365521521e-05,4.61105813484606e-05,4.683260245587451e-05,6.061093887325541e-05,4.4860432334324435e-05,3.705350031071009e-05,3.681990780768402e-05,4.604046880621012e-05,4.8571612684939505e-05,3.642696194191879e-05,3.7282451770100265e-05,4.900722343202841e-05,3.6832213748638536e-05,3.9897351240336405e-05,3.663587934061414e-05
OXAMFLATIN,5.9681029681394956e-05,5.358512240292558e-05,5.915565348530805e-05,7.067840815740218e-05,3.583841842736131e-05,3.637285457209202e-05,5.3645675286131394e-05,3.78143606207366e-05,4.614862542951685e-05,6.720818594433188e-05,5.9602052070914966e-05,4.402538969123809e-05,6.610682587970838e-05,6.736417099229522e-05,6.532657761082765e-05,5.090989155700516e-05,5.20281744430659e-05
CARBIDOPA,5.253372868660077e-05,5.475618138745087e-05,4.967483809650236e-05,4.500308689316832e-05,5.5319787609754234e-05,5.169417317066454e-05,5.29104266870505e-05,4.473808117012469e-05,4.973462498374254e-05,4.878529634002264e-05,4.4952814348805694e-05,4.4401341817739455e-05,5.236847865591482e-05,5.0001096655926926e-05,5.112422153074096e-05,4.478797262424076e-05,5.6433691740492e-05
CHEMBL494360,4.9647352481468405e-05,6.293106942593264e-05,5.4803454794786057e-05,6.151329660378769e-05,4.604603934797181e-05,6.546474952378093e-05,5.8928714434839565e-05,6.885764083034537e-05,6.353501076010263e-05,4.134183608460554e-05,4.4849907623378226e-05,7.954154884068689e-05,5.885074342991775e-05,6.417626034466136e-05,6.672748612871537e-05,4.782296993282762e-05,6.130968524775213e-05
S-METHYLGLUTATHIONE,5.745716501972652e-05,4.675862623876136e-05,5.5462574943574756e-05,7.405414472160892e-05,4.882371458001556e-05,3.921443296225361e-05,5.302020155331656e-05,6.396077614845802e-05,5.458633772649759e-05,6.50399130836258e-05,3.966305814201212e-05,5.595915685738175e-05,4.679651867985566e-05,5.067228226609466e-05,4.501888631550201e-05,4.8337961575871555e-05,5.9051199947025084e-05
TAPENTADOL,4.4279199335389186e-05,4.381635103555307e-05,4.32373776445354e-05,4.442718146798672e-05,4.398932554825347e-05,4.139076456534966e-05,4.074952879002856e-05,4.5723085311330804e-05,4.706770605387384e-05,4.272732883815612e-05,4.182060687580968e-05,4.273914183313581e-05,4.5719839406974587e-05,4.504213929818051e-05,4.643465414633842e-05,4.614675191760606e-05,4.6128356551109265e-05
GDC-0032,0.0021152398826326797,0.0035437920055841348,0.003548548415831242,0.0039782657637425795,0.004978418085553545,0.00466387224666485,0.0019773823026790786,0.005863752747775989,0.003312307419450599,0.0020986605591842844,0.0034062340769142295,0.0029542427908095387,0.004306280261309141,0.0028227790536078322,0.003986205261639866,0.0021142345568174277,0.006516837687013146
